Nederlands;Tilburgs
 hoor, hare ; hurre
 hoorn ; hôore, (mv hôores)
 hopen (ww) ; hôope, (tt hopt, vt hopte)
 horen ; heuren
 horen ; heure
 horloge ; lozzie
 horloge ; 'n lozzie
 horlogemaker ; lozziemaoker
 horloges ; lòzzies
 hou je mond ; meule toe
 hou op ; schaaj èùt
 houden ; houde
 houden ; haawe
 houder ; haawer
 hout ; hawt, (vkw haawtje)
 houtduif (Columba palumbus) ; bosdööf
 houtduif (Columba palumbus) ; kòldööf, kòldèùf
 houtduif (Columba palumbus) ; kòldèùf, kòldööf
 houte ; houtere
 houten hark ; rèèf
 houten schep om te hozen ; eus
 houten stepje ; glèjerke
 houten, van hout gemaakt ; hawtere
 houtskool van mutserd (takkenbossen) ; krieke, krikke
 houtworm ; meutel
 hovaardig ; hoovèèreg, hoovèèrdeg
 hubertusbroodje ; hèùvebrooike
 hubertusbroodje ; höpke
 Hubertusbroodjes ; Hööberbrôojkes, Hööberböllekes
 huichelaar ; hèùperd
 huichelaar ; hööpert
 huichelaar ; höpert
 huichelen ; hèùpe
 huichelen, schijnheilig doen ; hööpe, (tt höpt, vt höpte)
 huid ; hööt, (mv hööje, vkw hötje, hööjke)
 huid ; serf
 huiden ; hööje
 huidje ; hötje
 huifkar ; hööfkèèr, hèùfkèèr
 huig ; höög
 huilen ; blèère
 huilen ; schreuwe (schruwt, schruwde, geschruwd)
 huilen ; brullen / schreuwe
 huilen ; jaanke
 huilen, schreien ; brèlle
 huilen, tekeer gaan ; blèère
 huilen, schreien ; kwèèke, (kwêek, gekweeke)
 huis ; hèùs
 huis ; höös, (mv hööze, vkw höske), hèùs, (mv hèùze, vkw hèùske)
 huis ; kiet, (vkw kitje)
 huis ; kiet
 huis ; kòt
 huis ; unnun hoop steenu
 huishoudelijke hulp ; mèèd
 huishouden ; höshaawe
 huishouden ; kiet
 huishoudster ; vrouwmèèd
 huisje ; hèùske, höske
 huisje ; höske
" huisje; kootje "; kotje
 huislook (Sempervivum tectorum) ; höskeslôof
 huislook, daklook ; höskeslôof
 huismus (Passer domesticus) ; monnekske
 huiszwaluw ; nonneke
 huiverig ; höövereg
 huizen ; hööze, hèùze
 hulst (ilex aquifolium) ; prikblat
 hun, hen ; höllie (je), hullie (je)
 hun, hen ; hullie (je), höllie (je)
 huppen, wippen ; hoepere
 hurken ; hukkes
 hurken, met gebogen knieën gaan zitten, zodat het achterste op de hielen rust zonder de grond aan te;
raken (ww) ; hukke
 hutspot ; peejstamp
 hutspot ; peejestaamp, peejstaamp
 huwelijk ; huuwelek
 huwelijksfoto ; trouwfootoo
 huzaren ; pèèrdevolk
 hypocriet ; schèènhèlleg
 idioot ;" koekenbakker; appetjoek, koekwous"
 idioot, mafkees, dwaas, dromer ; koekwaaws
 ieder (e), elk (e) ; èllek (e)
 ieder jaar ; alle jaor
 ieder ogenblik ; haoverklap (om den)
 ieder op zijn beurt ; omsteburt
 iedere morgen ; alle mèèreges
 iedere ochtend ; èlke mèèrege
 iedereen ; iederendêen
 iedereen, alleman, Jan Rap en zijn maat ; lap èn leur
 iedereen, een ieder ; alleman
 ieders lieveling ; allemanshond
 iemand ; iemes
 iemand aframmelen, een pak rammel geven, aftuigen ; bèpèère
 iemand belachelijk maken ; afzèèke
 iemand die alles wil regelen, maar zelf niets doet ; riddermejôor
 iemand die altijd achter in de kerk staat ; pielèèrebèèter, pielèèrbèèter
 iemand die blijft hopen, onnozele gans ; hopk ont
 iemand die de gehele dag door koffie en / of thee drinkt ; lèpschööt, lèpschèùt
 iemand die er naast zit ; die is oan ut moale!
 iemand die ergens te lang blijft zitten ; wen hangeizer, unne plékkerd
 iemand die gehaast loopt ; hakketêener
 iemand die het altijd moet ontgelden ; pispaol
 iemand die het niet goed ziet ; golliepaop
 iemand die iets verbergt ; moefelèèr
 iemand die leent op onderpand (bv bij de lommerd) ; pagadder
 iemand die minderwaardig of geminacht werk doet ; vèthòl
 iemand die moeilijk loopt ; mikhòrst
 iemand die praat zonder ophouden, kletswijf ; brèbbel
 iemand die steeds heen en weer loopt om de zaak te regelen ; koeterk ont
 iemand die voortdurend lacht ; gieber
 iemand die wortelen rooit ; peejsteeker, peejesteeker
 iemand die zich krasser voordoet dan hij is. (Fr: vif) ; fiefstònder
 iemand iets aandoen, veroorzaken ; bedoen
 iemand met o-benen; vèèrekesvanger
 iemand met veel praats ; klèpmeule
 iemand omhoog helpen ; stuupere
 iemand over de rug strijken of wassen ; kroebele
 iemand van boven de rivieren (dus ook een westerling) ; nôordeling
 iemand vóór zijn ; aafwinne
 iemand waarvan men de naam vergeten is ; dinges
 iets betekenen, van belang zijn ; beschiete, (vt beschôot)
 iets groots ; joekel
 iets in de hand nemen om het gewicht te schatten ; kwikke
 iets of iemand in de vernieling jagen ; afrakke
 iets ondernemen, iets doen, op pad gaan (Fr: réveiller) ; op revèllie gaon
 iets verkeerd doen ; wenne broajert ...!!
 iglo ; sneuwhut
 ijdeltuit ; dikkòp
 ijl, dun ; èèl
 ijl, dun, zwak ; iel
 ijlen ; èèle
 ijlings weggaan ; peeze (urtùssenèùt peeze)
 ijs ; èès
 ijsbaan ; èèsbaon
 ijsheiligen ; èèshèllege
 ijsje ; ijskoo
 ijskar ; èèskèèr
 ijskonijn ; èèsknèèn
 ijskoud ; èèskaawt
 ijspegel ; èèspin
 ijstijd ; èèstèèd
 ijswijn ; èèswèèn
 ijzen ; èèze
 ijzer ; èèzer
 ijzeren ; èèzere
 ik ; ikke
 ik ben boer ; ik kom uit de biest
 ik doe dat echt niet.... ; nunie-nounie-en merege nie....
 Ik geloof het niet ; Geleuve doede in de kerk
 Ik had je gewaarschuwd ; Kebbet oe gezee
 Ik vind je leuk ; 'k zie oe zô gère
 ik weet het niet ; ik wit nie
 ik zie je ; kzie oe
 imker ; bieboer
 immers ; ommers
 in de namiddag ; op de middag
 in de problemen ; wèl meej gestèld
 in de war ; in de frut
 in de week, per week, wekelijks ; sweeks
 in dunne plakjes afsnijden ; snippere
 in een fabriek ; op et febriek
 in eigen belang ; ikke dun dikke en de rest kan stikke
 in gedachte, verwacht ; ingedòcht
 in het donker ; in den donkere
 in het gareel houden ; in tèùg haawe
 in het gevlei trachten te komen ; fiepe
 in het water gooien, jonassen ; sòppe
 in ieder geval ; in ieders geval
 in ieder geval ; in ieders gaval
 in je rats zitten ; nèèpe, (tt nèpt, vt nêep)
 in paniek geraken ; panikere
 in plaats van ; inplòts, implòts
 in uit de war ; in öt de frut
 in verhouding tot ; nòrvenaant (Fr: à l' avenant)
 in verhouding tot ; nòvvenaant (Fr:à l'avenant)
 in verlegenheid brengen ; affrontêere
 in verwachting ; onderweege
 in voorraad hebben ; in overrentie
 in- en uitlopen; pesjonkele
 inbinden ; inbèène
 inboeten, interen, erop toegeven ; intèère
 inderdaad, ook, eveneens ; ok, ôok
 indien, ingeval ; opval
 indopen ; sòppe
 informeren, navragen ; rondheure
 ingekuild ; ingeköld
 inhalig persoon ; hèbberd
 inhalig persoon, hebberig iemand ; hèpstèjn, hèpstijn
 inhouden ; inhaawe
 inhoudsmaat (0, 1 liter) ; mòtje
 inhoudsmaat (1, 44 liter) ; kan
 inhoudsmaat (301 liter) voor droge waren. ; mud
 inhoudsmaat (4, 7 liter) ; kòp
 inkruipen ; inkrèùpe
 inmiddels ; onderaand
 inscriptie ; inskripsie
 insgelijks, eveneens, van hetzelfde ; insgelèèks
 insgelijks, eveneens ; vansgelèèke
 insmeren ; insmèère
 interen, inboeten ; inbôêre
 intussen ; swèls
 intussen (Fr:en passant) ; meepesaant
 intussen (Fr:en passant) ; impesaant
 intussen, inmiddels ; draant
 inwoner van Eindhoven, Eindhovenaar ; Ènthoovese
 inwrijven met sneeuw v / h gezicht ; inzêepe
 inwrijven met sneeuw v / h gezicht ; in te rösse
 inwrijven, insmeren ; inrösse
 inzepen ; inzêepe
 irriteren ; miere
 Is er iets? ; Wè motte?
 italianen ; ieteljaone
 ja ; jè, jao
 ja ; jô
 ja ; jao, jè
 ja, dat is zo ; jènèt
 ja, inderdaad ; jè, jè
 jaar ; joar
 jaar ; jaor, (vkw jòrke)
 jaar ; jaor
 jaargetijde ; jaorgetij
 jaarling, eenjarige ; jòrling
 jaartje ; jòrke
 jacht ; jaacht
 Jachtpartij ; Jachtpartij
 jacquet ; slipjas
 jagen ; jaoge, (vt joeg)
 jager ; jaoger
 jam ; zjèm
 jammer ; sund
 jammer ; sunt
 janken ; joekele
 janken ; jaanke
 Jansen ; Jaanse
 januari ; jannewaarie
 japon, jurk, kleed ; klêed, klêet (mv kleeje, vkw kleejke)
 jas ; maantel
 jas ; fràk
 jasje ; jèske
 jatten ; schoepe
 Jazeker ; hoejeejao
 je ; gij
 je ; oe
 je bedje ; oewe nist
 je bewustzijn verliezen ; van oewèègen afgaon
 je druk maken ; oewèège sappel maoke
 je gezicht ; oew bakkes
 je haar ; oewe prúik
 je handen ; oew jatte
 je kapsel ; oew hoar
 je sjaal ; oewen daas
 je voeten ; oew voete
 je, jij, u. ; gè
 je, jij, u, ge, gij ; ge, gij, gè, gèj
 je, jij, u. ; gij
 je, jou, jouw, uw ; oew, oewe
 je, jij, u. ; ge
 jenever ; sneevel
 jenever ; sneevul
 jeugdig, jong ; jonk
 jeuk ; jêûk
 jeuken ; jêûke, (tt jukt, vt jukte)
 jeukt ; jukt
 jezelf ; oewèège
 Jezus (uitroep van teleurstelling) ; jikkeres
 jij ; gij
 jolijt ; leut
 jong ; klèèn
 jong kind ; snotpin
 jong kind, kleuter ; kèpke, kiepke
 jong meisje (tiener) ; fröllie
 jonge jenever, (oude genever) ; klaore, (aawe klaore)
 jonge katjes ; poeskes
 jonge katjes ; jong kètjes
 jonge vrouw, vrouwvolk ; fròllie
 jongens ; jonges
 jongensachtige vrouw of meisje ; rammel
 jongensbroek met gulp ; flötjesbroek
 jongetje ; brak
 jongetje ; jungske
 jongetje ; gasje
 jongste kind, nakomertje ; schèèrkuukske
 jou ; oe
 jouw ; oe
 jouw ; oew
 jubileum ; juubeleejem, (mv juubeleejeme)
 juintje ; jöntje
 juist ; krèk
 juist, zojuist ; sjuust
 juist, zojuist, net, daarnet ; persies (toen persies)
 juli ; juulie
 jullie ; jöllie (je)
 jullie ; gullie
 jullie ; göllie (je), gullie (je)
 jullie ; göllie
 jullie ; ullie, öllie
 jullie ; öllie
 jullie, uw ; öllie
 juni ; juunie
 jurk, japon ; kleejke
 jurkje, kleedje ; kleejke
 jute, Indische hennep of vlas ; juut
 juweel ; jewêel
 juwelen ; juuwêele
 kaak ; kaok, (vkw kòkske)
 kaakje ; kòkske
 kaakklem (trismus) ; klèmbakkes
 kaal hoofd ; kaole tèbbes
 kaal, kaler, kaalst ; kaol, kòlder, kòlst
 kaalst ; kòlst
 kaantje (s), stukjes uitgebraden reusel ; kaojke (s)
 kaantjes ; kaojkes
 kaarden (ww textiel) ; kaorde
 kaars ; kèrs
 kaars ; kèèrs, (mv kèèrs (e), vkw kèrske)
 kaarsenrek ; kèèrserèk
 kaarsje ; kèrske
 kaart ; kaort, (mv kaorde, kaorte, vkw kòrtje)
 kaarten ; kaorte
 kaarten die tijdens het spel nog goed moeten worden ; möökende kaort
 kaartje ; kòrtje
 kaartjesschrijverij ; kòrtjesgeschrèèf
 kaartpartner ; maot
 kaartspelen ; kaorte
 kaas ; kèès
 kaatsbal ; kètsembòl
 kaatsbal ; katsembòl, kètsembòl
 kaatsen ; katsele, katsebòlle
 kaatsen ; katsebòlle, katsele
 kaatsen ; kètse
 Kaatsheuvel ; Kètsheuvel, de Kèts
 Kaatsheuvel ; Kets
 Kaatsheuvel ; de Kèts
 kabaal, herrie, lawaai ; kebaol
 kachelpoets (grafiet met terpentijn) ; pòtlôojsel
 kachelrooster ; russel
 kaftje ; kaffetuuleke
 kakelen ; kaokele
 kakker ; Blaok Sjoak
 kale kak ; kakadôores
 kaler ; kòlder
 kalf ; kallef, (mv kallever, vkw kèllefke)
 kalfje ; kèllefke
 kalkei ; kallekaaj
 kalm aan ; op staoj
 kalven ; kalleve
 kameel ; kemêel
 kamer ; kaomer
 kameraad ; kammeraot, (mv kammeraoj, vkw kammeròtje)
 kameraden ; kammeraoj
 kamerjas ; sjamberloek
 kamgaren. weefsel van gekamde wollen garens ; kamgaore
 kamgarenweefsel in satijnbinding ; drapeej
 kammen ; rèève
 kammetje ; kèmke
 kamp ; kaamp
 kanaal ; kenaol
 kanaaldijk ; knòldèèk
 kanaaldijk ; kenaoldèèk
 kanarie ; knòrrievoogel
 kanarie ; knòrrie
 kanarie ; knòrriepiet (je)
 kanariekooi (tje) ; knòrriekôoj (ke)
 kanaries ; knòrries
 kanarievoer ; knòrrievoejer
 kaneel ; knêel
 kaneel ; kenêel
 kanjer ; kanjert
 kannetje ; kènneke
 kanon ; knon, kenon (vkw knunneke)
 kanon ; kenon, knon (vkw knunneke)
 kans ; kaans
 kant, zijde ; kaant, (vkw kèntje)
 kantelen, omkieperen ; kiepe
 kanten ; kaante
 kantje ; kèntje
 kantoor ; ketôor, (mv ketôore, vkw ketorke)
 kapel ; kepèl, (vkw kepèlleke)
 kapitaal ; kappetaol
 kapje van een brood ; körsje
 kapmes ; kapmis
 kapot ; niegus
 kapot ; kepoerewiets
 kapot ; kepòt
 kapot ; keduuk
 kapot maken ; verrinneweren
 kapsel met veel brillantine ; plèkbòl
 kapucijnen (orde van minderbroeders) ; kappesiene
 kar ; kêr
 kar zonder vering ; bòlderkèèr
 kar-steun; domp
 kar, wagen ; kèèr, (mv kèère, vkw kèrke)
 karbonade ; kèrmenaoj, kèrmenaaj
 karnemelk, melk ; mölk
 karnemelksepap ; mölkepap
 karnemelksepap ; möllekepap
 karrenwiel, wagenwiel ; kèrrad, kèrrat
 karretje, wagentje ; kèrke
 karwei ; kèrwaaj
 kassei, kinderhoofdje ; kènderköpke
 kast ; kaast, (mv kaaste, vkw kasje)
 kastanje ; kestannie
 kastelein, kroegbaas, caféhouder ; kastelèèn
 kastje ; kasje
 kat ; dakhaos
 kat, poes ; dakhaos
 kater ; kaoter
 katholiek ; katteliek
 katje ; kètje
 katoen ; ketoen
 katoenen koord voor aandrijving spindels van de spinmachine (textiel) ; pees
 kattenkwaad, kwajongensstreken ; kattekaod, kattekaot
 kauw (tamme), (Corvus monedula) ; tjan, tjannek (e), tjallek, kèrkkauw
 kauw (vogel) ; kaaw, (vkw kaawke)
 kauwen ; knaawe
 keel ; görgel
 keel ; kèèl, (vkw kèltje)
 keelgat ; kèlsgat
 keeltje ; kèltje
 keep (Fringilla montifringilla) ; kweej
 keerstrook voor de ploeg ; dwarsrug
 keertje ; kirke
 kees swolfs ; joaaa rambo
 keet ; kêet, (vkw kitje)
 keet ; kiet, (vkw kitje)
 keet, hok, (friet) tent ; kòt, (friet (e) kòt)
 kei ; kaai
 kei, kassei ; kaaj, (mv kaaj (e), vkw kaajke)
 keitje ; kaajke
 kelen (groente) ; kiltjes
 kenau ; knollie
 kerel ; kèèrel
 kerel ; klôot (mv klôote, vkw klotje, klutje)
 kerel, kanjer, flinke knaap ; knòppert
 kereltje, jongetje, mannetje ; mènneke
 kereltje, klein kind, onnozel wezentje ; klutje
 kerk ; kèèrek
 kerkelijke feestdag die niet op zondag valt, heiligedag ; hèllegendag, (mv hèllegedaoge)
 kerkhof ; pîêrelaand
 kerkuil (Tyto alba) ; kraansööl, kraansèùl
 kerkuil (Tyto alba) ; kraansèùl, kraansööl
 kermen ; kèèreme
 kermis ; kèrmes, kèrremes
 kermismuzikant ; kèrmesmuuziekaant
 kerstdagen ; kòrsdaoge, kèrsdaoge
 Kerstmis ; Kèrsmis, Kèrsemes, Kòrsemes
 Kerstmis ; Kòrsemes, Kèrsemes, Kèrsmis
 kerststal ; kèrsstal
 kervel (Anthriscus cerefolium) ; kèèrevel
 kerven ; kèèreve, (vt kieref)
 ketel ; kittel
 ketel voor de kookwas ; sòpkeetel
 ketellapper, koperslager ; keetelbuuter
 ketsen van een keu (biljarten) ; fòtse
 kettingboom (textielindustrie) ; gaorenbôom
 kettinglijmer (textielindustrie) ; lèèmer
 kettinglijmer (textielindustrie) ; jan pap, lèèmer
 keukenkachel ; kwiezjèèr
 keukenkachel (Fr:cuisinière) ; kwiezjèèr, kwiezejèèr
 keukenkast ; keukekaast
 keuren ; schaawe
 keurig ; kèùs
 keurig, correct, prompt, braaf, netjes ; pront, kwaant
 keurig, correct, prompt, braaf ; kwaant, pront
 keuring ; schaawing
 keuter boer ; haajkneuter
 kies ; baktaand
 kieskeurig eten ; pitse
 kieskeurig eten, met lange tanden eten ; pitse
 kiespijn ; taandpènt
 kiezelsteen ; kietelkaaj
 kiezelsteentjes ; kietelkaajkes
 kiezelstenen, grint ; kietelkaaje
 kiezen, in te brengen hebben (Fr: Qu'est- ce que dit); kiskedieje, kèskedieje
 kijk ; kèèk
 kijk ; kik
 kijk daar ; sjoert daor, Sjoert'aor
 kijk daar is ; sjoerd daor es
 kijken ; sjoeren
 kijken ; blieken
 kijken ; louwe
 kijken ; kèèke, (tt kèkt, vt kêek)
 kijken ; kèèke, bliikuh
 kijken ; guizen
 kijken ; sjoere
 kijken ; laawe (suffend kijken)
 kijker, gaper ; laawer
 kijven ; kèève
 kikker ; kinkenduut
 kikker ; kinkenduud
 kikker ; broeknaagtegaol
 kikkerdril ; kikkendril
 kikkervisjes ; dikköpkes
 kikkervisjes ; dikkòppe
 kikvors, kikker (Rana esculenta) ; kinkenduut
 kin ; kien, (vkw kienneke)
 kind ; jong / kend / un kléne
 kind ; kèènd, (mv kènder, vkw kiendje)
 kind dat nauwelijks kan lopen en aan de hand van een moeder wordt voortgetrokken ; kom-vort-kèènd
 kind dat nog in bed plast ; plat jong
 kind dat zit te knoeien ; knèlpestoor
 kind geboren vóór het huwelijk ; vurlôoperke
 kind met grote mond ; een brem
 kind met wit haar ; witkèts
 kind wat nog in bed plast ; plat jong
 Kind, vervelend (draak) ; Lilleken draok de ge daor staot
 kinderachtig ; kènderèègteg
 kinderen ; kènder
 kinderen ; kènder / jong
 kinderen ; klèènjong
 kinderen ; jong
 kinderen ; kênder / kiendjes
 kinderen naar buiten sturen om te spelen ; vurruit, de plots op!!!
 kinderen uit het eerste huwelijk ; vurkènder
 kinderkopjes ; hobbelkaaien
 kinderkoppen, kasseien, hobbelkeien, ; kènderköpkes
 kinderschare ; brollie
 kinderschare ; broelie
 kinderwagen ; kènderwaoge, kènderkoets
 kinderwagen ; stuuperwaoge
 kindje ; kiendje
 kinds, dement ; kènds, kèns
 kiosk ; kiejòs
 kip ; poel, (vkw poeleke)
 kip ; kiep
 kipje ; kiepke
 kipkar (hoogkar) ; heukèèr
 kippen ; kiepe
 kippenkooi ; kiepekòt
 kippenkooi ; kiepekôoj
 kippenren ; kieperèn
 kippensoep ; kiepesoep
 kippenvoer ; kiepevoejer
 kist ; kiest
 kistje ; kiesje
 klaar ; gedaon
 klaar ; klaor
 klaarmaken ; klaorbraoje
 klaarmaken ; klòrmaoke
 klaarmaken, afmaken ; begaffele
 klaarspelen, in orde brengen ; besjoefele
 klaarzetten ; klòrzètte
 klacht ; klaacht
 klacht, bezwaar ; reklaome
 kladderen ; klèdderiedètse
 klagen ; klaoge (vt kloeg)
 klank ; klaank
 klant, client ; klaant
 klaplopend ; op schobberdebonk
 klappermolen ; klèpmeule
 klaprozen, papavers, (Papaver rhoeas) ; eule
 klaren, doorhebben ; knèèze
 klauw ; klaaw
 klauwen ; kleviere
 klaver (Trifolium) ; klèèver
 klaveren ; klaaveres
 klaveren (bij kaartspel) ; klèèveres, kleeveres
 kleden, aankleden (ww) ; kleeje, aonkleeje
 kleding, kledij ; kliraosie
 kleerborstel ; klirbòrsel
 kleerkast, stevig gebouwde kerel ; klirkââst
 kleermaker ; klirmaoker
 kleertjes ; klirkes
 klei ; klaaj
 klein ; klèns
 klein ; klèèn (klènder, klènst - kleiner, kleinst)
 klein bedrijfje ; gedoentje
 klein beweeglijk persoon (tje) ; klèèn drèèverke
 klein droog peertje ; jûutepirke, jûutepèrke
 klein emmertje ; putske
 klein gedoe, schriel zaakje ; klèèn bierke
 klein iets ; piemel
 klein kind ; kooter
 klein kindje ; min kiendje
 klein kindje ; drölleke
 klein kindje ; klèènen brak
 klein mager vrouwtje met veel verbeelding ; kwikmedrilleke
 klein persoon, in groei achterblijvend kind, miserabel nietig persoon ; onderdurke
 klein piemeltje ; cummuniepisserke
 klein piemeltje ; kummuniepisserke
 klein schopje ; panneke
 klein sikje, sierbaardje onder onderlip ; pòtverdommeke
 klein torenklokje, angelusklokje ; bimke
 klein wittebrood ; mikske
 klein, miezerig huisje ; krèmmelkòtje
 kleine bonte specht (Dendrocopos minor) ; draajnèk
 kleine droogweide ; blèkske
 kleine hark, rijfje, harkje ; rèfke
 kleine hoeveelheid, beetje, weinig ; kwèkske
 kleine kar (voor mest, aarde e.d.) ; èrdkèèr
 kleine kinderen ; kòrtôore
 kleine kinderen (zowel jongens als meisjes) ; klèènmanne
 kleine lettertjes ; klèèn lètterkes
 kleine man ; klèèn mènneke
 kleine steentjes ; klèèn stintjes
 kleine Turken ; kebâawTurke
 kleine wervelwind, windhoos ; haawmaaw
 kleine, baby, kleintje ; klèène
 kleiner ; klènder
 kleineren ; teneer douwe
 kleinigheid ; klènneghèd, klènneghèt, klènneghèj, (mv klènnegheeje)
 kleinigheid, ogenblik, moment, haverklap ; hondsgezèèk
 kleinkinderen, kindskinderen ; kènskènder
 kleinst ; klènst
 kleintje ; klèntje
 kleintjes ; klèntjes
 kleinzerig ; kiem
 kleinzielig, pietepeuterig, besluiteloos ; pielie-èègteg
 klepel ; klippel
 kletsen ; saawele
 kletsen ; aawmeute
 kletsen ; lulle
 kletsen ; aawbètte
 kletsen, onzin vertellen (Duitse quatsch) ; kwatse
 kletser ; saawelèèr
 kletser ; aauwbèt
 kletser ; sauwelèr
 kletskous ; klàpèkster
 kletskous ; kaokel
 kletsmajoor ; aawmeut
 kletsmajoor ; saawelèèr
 kletsmajoor, kletskous, praatjesmaker ; kwatserd, kwatsert
 kletsnat ; kliedernat
 kletsnat ; zèèknat
 kletspraat ; saawel
 kletspraat ; saawelpraot
 kletspraat ; zêever
 kleurtje ; klurke
 kleuterschool ; bewaarschool
 kleuterschool ; kakschool
 kleuterschool, bewaarschool ; kiepkesschool
 kleuterschool, bewaarschool ; klèn kiepkes school
 kliederen ; dabbe
 kliekje, etensrestje ; schuddekul
 kliekje, smoorpotje ; smörske, smorselpötje
 klieren, pesten, vervelend doen ; èntele
 klieven ; kluuve
 klikken ; klèppe
 klikspaan ; klèptiet
" kloddertje spuug; beetje "; kwatske
 klokje ; klökske
 klompje ; klumke
 klompschelp, bovenste deel v. e. klomp ; klompeschöllep
 klooster ; klòster
 kloppen (met stok), slaan ; bosse
 klosje ; klöske
 klosjes naaigaren ; pinnekes naojgaore
 klucht ; stèùp
 klucht ; klocht
 kluif ; klööf (vkw klöfke)
 kluifje ; klöfke
 kluis ; klöös, klèùs
 kluis ; klèùs, klöös
 kluit ; klööt (vkw klötje)
 kluit ; klèùt
 kluitje ; klötje
 klungele ; piemele
 klusje ; kèrwaajke
 kluwen, knot ; knut
 knabbelen ; knoebele
 knappe man ; unne knappe meens
 knauwen, kauwen ; knaawe
 knecht, hulp ; knèècht
 knechtje v.e. duuvelèèr in een spinnerij ; vèthölleke
 kneedtrog ; dêegmesjien
 kneu (Carduelis cannabina) ; haajmaawerek
 kneu (Carduelis cannabina) ; kneuter
 kneu (Carduelis cannabina) ; kreuter, kneuter
 kneuzen, botsen ; knutse
 knieën ; kniejes
 knijpen ; nèèpe, (tt nèpt, vt nêep)
